[20:30] [VALKRY-INFO] Initialized Valkry 2D Renderer
[20:31] [VALKRY-INFO] Created GLFW window
[20:31] [VALKRY-INFO] Created shader program with render ID  - 3
[20:31] [VALKRY-INFO] Created shader program with render ID  - 6
[20:31] [VALKRY-INFO] STB_IMAGE loaded texture from res/concrete_diffuse.png
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:45] [VALKRY-INFO] Event - Key Pressed - 83
[20:45] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 83
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:46] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 83
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 83
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 83
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 83
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 83
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 83
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 83
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 83
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 83
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 83
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 68
[20:47] [VALKRY-INFO] Event - Key Pressed - 87
[20:47] [VALKRY-INFO] Event - Key Pressed - 87
[20:47] [VALKRY-INFO] Event - Key Pressed - 87
[20:47] [VALKRY-INFO] Event - Key Pressed - 87
[20:47] [VALKRY-INFO] Event - Key Pressed - 87
[20:47] [VALKRY-INFO] Event - Key Pressed - 87
[20:47] [VALKRY-INFO] Event - Key Pressed - 65
[20:47] [VALKRY-INFO] Event - Key Pressed - 87
[20:47] [VALKRY-INFO] Event - Key Pressed - 65
[20:47] [VALKRY-INFO] Event - Key Pressed - 87
[20:47] [VALKRY-INFO] Event - Key Pressed - 65
[20:47] [VALKRY-INFO] Event - Key Pressed - 87
[20:47] [VALKRY-INFO] Event - Key Pressed - 65
[20:47] [VALKRY-INFO] Event - Key Pressed - 87
[20:47] [VALKRY-INFO] Event - Key Pressed - 65
[20:47] [VALKRY-INFO] Event - Key Pressed - 87
[20:47] [VALKRY-INFO] Event - Key Pressed - 65
[20:47] [VALKRY-INFO] Event - Key Pressed - 87
[20:47] [VALKRY-INFO] Event - Key Pressed - 65
[20:47] [VALKRY-INFO] Event - Key Pressed - 87
[20:47] [VALKRY-INFO] Event - Key Pressed - 65
[20:47] [VALKRY-INFO] Event - Key Pressed - 87
[20:47] [VALKRY-INFO] Event - Key Pressed - 65
[20:47] [VALKRY-INFO] Event - Key Pressed - 87
[20:47] [VALKRY-INFO] Event - Key Pressed - 65
[20:47] [VALKRY-INFO] Event - Key Pressed - 87
[20:47] [VALKRY-INFO] Event - Key Pressed - 65
[20:47] [VALKRY-INFO] Event - Key Pressed - 87
[20:47] [VALKRY-INFO] Event - Key Pressed - 65
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 65
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 65
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 65
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 68
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 68
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 68
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 68
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 68
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 68
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 68
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 68
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 68
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:48] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:49] [VALKRY-INFO] Event - Key Pressed - 87
[20:50] [VALKRY-INFO] Event - Key Pressed - 87
[20:50] [VALKRY-INFO] Event - Key Pressed - 87
[20:50] [VALKRY-INFO] Event - Key Pressed - 87
[20:50] [VALKRY-INFO] Event - Key Pressed - 87
[20:50] [VALKRY-INFO] Event - Key Pressed - 87
[20:50] [VALKRY-INFO] Event - Key Pressed - 87
[20:50] [VALKRY-INFO] Event - Key Pressed - 87
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 83
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 83
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 83
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 83
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 83
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 83
[20:50] [VALKRY-INFO] Event - Key Pressed - 65
[20:50] [VALKRY-INFO] Event - Key Pressed - 83
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 83
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 83
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 83
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 83
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 83
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 83
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 83
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 83
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 83
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 83
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 83
[20:51] [VALKRY-INFO] Event - Key Pressed - 65
[20:51] [VALKRY-INFO] Event - Key Pressed - 83
